Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","80","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","80","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","80.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","81","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","81.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","80.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","79.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","79","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20182020","2018-2020","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20002002","2000-2002","g/personne/jour","25","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20012003","2001-2003","g/personne/jour","25.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20022004","2002-2004","g/personne/jour","26.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20032005","2003-2005","g/personne/jour","27.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20042006","2004-2006","g/personne/jour","29","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20052007","2005-2007","g/personne/jour","30.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20062008","2006-2008","g/personne/jour","31.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20072009","2007-2009","g/personne/jour","32.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20082010","2008-2010","g/personne/jour","32.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","33","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","34","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","34.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","35.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","36.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","37","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","36.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","35.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","35","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20182020","2018-2020","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20002002","2000-2002","g/personne/jour","93","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20012003","2001-2003","g/personne/jour","94.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20022004","2002-2004","g/personne/jour","95.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20032005","2003-2005","g/personne/jour","96","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20042006","2004-2006","g/personne/jour","96.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20052007","2005-2007","g/personne/jour","97.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20062008","2006-2008","g/personne/jour","98.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20072009","2007-2009","g/personne/jour","99.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20082010","2008-2010","g/personne/jour","102.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","104.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","107","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","108.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","109","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","110","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","111.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","113","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","113.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","114","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20182020","2018-2020","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20002002","2000-2002","g/personne/jour","41","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20012003","2001-2003","g/personne/jour","44","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20022004","2002-2004","g/personne/jour","46","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20032005","2003-2005","g/personne/jour","47.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20042006","2004-2006","g/personne/jour","48.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20052007","2005-2007","g/personne/jour","49.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20062008","2006-2008","g/personne/jour","51","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20072009","2007-2009","g/personne/jour","52.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20082010","2008-2010","g/personne/jour","53.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","54.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","54.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","55.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","56","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","57","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","58.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","60.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","61","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","61.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20182020","2018-2020","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","008","Albanie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","012","Algérie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20002002","2000-2002","g/personne/jour","77","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20012003","2001-2003","g/personne/jour","79.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20022004","2002-2004","g/personne/jour","81.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20032005","2003-2005","g/personne/jour","83","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20042006","2004-2006","g/personne/jour","83.3","E","Valeur estimée",""
